OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
8450,HofmRJ2000,LS_9560,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6526,9606-272-04,150,49.368,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13802362.2378372,5465620.04018265
8451,HofmRJ2000,LS_9561,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6527,9606-272-08,240,52.635,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13803102.9738604,5465571.7532401
8452,HofmRJ2000,LS_9562,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6529,9605-105-23,1770,61,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786726.1987292,5465577.61532493
8453,HofmRJ2000,LS_9563,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6530,9605-105-17,1700,64,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784737.749589,5465420.13501924
8454,HofmRJ2000,LS_9564,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6531,9606-272-03,510,52.1012,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13802267.8739214,5465404.418281
8455,HofmRJ2000,LS_9565,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6532,9605-033-37,2800,63,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13784075.9329641,5465172.6604688
8456,HofmRJ2000,LS_9566,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6534,9605-105-19,320,41,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786151.0864257,5465471.58850964
8457,HofmRJ2000,LS_9567,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6535,9605-105-20,840,63,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786042.02001,5465387.36643627
8458,HofmRJ2000,LS_9568,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6537,9605-033-30,2560,79,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13781827.0414238,5465147.94354551
8459,HofmRJ2000,LS_9569,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6538,9605-105-26,790,50,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784659.5691586,5465174.65335834
8460,HofmRJ2000,LS_9570,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6539,9605-033-29,1700,57,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13781139.881487,5465096.83553212
8461,HofmRJ2000,LS_9571,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6540,9603-033-44,80,38,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784273.6004284,5465273.67530053
8462,HofmRJ2000,LS_9572,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6541,9605-105-21,1060,64,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786165.6790391,5465123.34637399
8463,HofmRJ2000,LS_9573,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6542,9603-033-45,90,48,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784282.6632191,5465230.00385702
8464,HofmRJ2000,LS_9574,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6544,9605-105-25,650,34,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784939.7171226,5465189.15224267
8465,HofmRJ2000,LS_9575,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6545,9603-033-43,410,22,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784104.0966435,5465211.87830534
8466,HofmRJ2000,LS_9576,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6546,9605-031-46,200,22,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784271.2076515,5465148.19123659
8467,HofmRJ2000,LS_9577,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6547,9605-105-16,180,48,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786045.2717454,5465098.26519863
8472,HofmRJ2000,LS_9582,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6552,9605-033-41,220,46,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783915.1576291,5464974.7839703
8474,HofmRJ2000,LS_9584,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6554,9605-033-34,1580,28,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782679.0120621,5464669.31595085
8475,HofmRJ2000,LS_9585,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6555,9605-031-09,700,45,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784111.5360241,5464770.95990143
8476,HofmRJ2000,LS_9586,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6556,9605-033-35,600,48,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782721.4345742,5464815.31256029
8478,HofmRJ2000,LS_9588,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6558,9603-037-08,3720,58,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13780376.8175175,5464665.84701766
8479,HofmRJ2000,LS_9589,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6560,9605-033-32,1670,42,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782069.3605514,5464558.04733206
8480,HofmRJ2000,LS_9590,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6561,9605-105-22,800,64,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786480.5455003,5464549.36166022
8482,HofmRJ2000,LS_9592,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6563,9603-037-06,130,74,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13779575.3774033,5464693.96948157
8483,HofmRJ2000,LS_9593,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6564,9605-031-23,240,49,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784498.1504635,5464609.94895121
8484,HofmRJ2000,LS_9594,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6565,9603-037-07,150,64,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13779714.2015952,5464670.27884968
8485,HofmRJ2000,LS_9595,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6566,9605-031-14,500,47,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13785171.3814307,5464534.24923712
8486,HofmRJ2000,LS_9596,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6567,9605-031-12,1380,60,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13785133.3002095,5464363.97645051
8487,HofmRJ2000,LS_9597,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6568,9605-225-03,470,57,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13795296.4423334,5464445.00495133
8488,HofmRJ2000,LS_9598,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6569,9605-031-10,700,62,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784186.430608,5464391.20737388
8490,HofmRJ2000,LS_9600,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6571,9605-031-19,350,61,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784449.0496667,5464450.04764307
8491,HofmRJ2000,LS_9601,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6573,9603-037-25,140,44,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13780884.4222596,5464450.20633369
8492,HofmRJ2000,LS_9602,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6574,9605-031-13,180,46,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784238.4925197,5464382.62398576
8493,HofmRJ2000,LS_9603,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6575,9605-031-22,340,50,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783888.6045406,5464290.72840152
8495,HofmRJ2000,LS_9605,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6580,9605-107-01,310,45,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784499.9092692,5464090.72126172
8496,HofmRJ2000,LS_9606,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6582,9605-225-05,1290,64,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13798833.986674,5463639.12677226
8497,HofmRJ2000,LS_9607,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6583,9605-107-07,120,87,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784850.5654235,5464012.78606382
8498,HofmRJ2000,LS_9608,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6584,9603-157-01,240,105,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13807906.5864889,5463727.65128607
8499,HofmRJ2000,LS_9609,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6586,9605-107-06,650,23,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784869.8046279,5463861.67674993
8501,HofmRJ2000,LS_9611,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6588,9605-107-19,420,76,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13788641.9630047,5463799.98290616
8502,HofmRJ2000,LS_9612,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6589,9603-037-19,370,53,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13779943.4213811,5463938.64560582
8503,HofmRJ2000,LS_9613,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6592,9605-031-20,1460,57,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784234.8621957,5463527.35369157
8504,HofmRJ2000,LS_9614,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6593,9603-157-02,1350,53,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13804747.9478944,5463519.54331996
8505,HofmRJ2000,LS_9615,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6594,9605-154-02,390,49,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13791932.151541,5463631.08615051
8506,HofmRJ2000,LS_9616,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6595,9605-154-01,300,68,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13791862.5707864,5463628.20824904
8507,HofmRJ2000,LS_9617,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6596,9603-037-20,630,59,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13780016.5774176,5463770.44789602
8508,HofmRJ2000,LS_9618,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6597,9605-154-03,240,49,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13792002.1228707,5463617.65712095
8509,HofmRJ2000,LS_9619,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6598,9605-031-21,1320,56,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13783706.6146054,5463489.80937429
8510,HofmRJ2000,LS_9620,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6599,9605-107-02,690,39,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784652.1488552,5463614.62192266
8511,HofmRJ2000,LS_9621,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6600,9605-031-03,345,53,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784272.1633608,5463676.61181553
8512,HofmRJ2000,LS_9622,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6601,9605-107-05,260,47,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784779.4360071,5463659.70113202
8513,HofmRJ2000,LS_9623,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6602,9605-031-02,280,50,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783735.8150611,5463634.96931739
8514,HofmRJ2000,LS_9624,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6603,9605-225-01,610,55,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13796783.7247262,5463513.7036882
8515,HofmRJ2000,LS_9625,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6604,9605-225-02,530,54,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13796279.9497721,5463406.77459869
8516,HofmRJ2000,LS_9626,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6605,9605-107-16,290,108,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786839.6972621,5463557.4516702
8517,HofmRJ2000,LS_9627,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6606,9603-037-21,660,71,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13780181.1505097,5463535.74380983
8518,HofmRJ2000,LS_9628,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6608,9605-107-17,350,49,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787093.3262195,5463442.20208563
